StudentID,Gender,BirthYear,Major,GPA,CreditsCompleted,PartTime,Scholarship,Dropout
1133,Male,2005,APSC,2.9877,64,Yes,No,0
1134,Male,2006,ARTS,3.13925,117,Yes,Yes,0
1135,Male,2004,HSCI,2.6413,90,Yes,No,1
1136,Male,1998,APSC,2.3815,72,Yes,No,1
1137,Male,2006,ARTS,2.9444,70,Yes,Yes,0
1138,Male,2003,HSCI,3.13925,68,Yes,Yes,1
1139,Male,2006,ARTS,3.05265,60,Yes,No,0
1140,Male,2004,BUS,3.22585,29,Yes,No,0
1141,Male,2006,ARTS,2.8145,41,Yes,No,0
1142,Male,2005,APSC,2.61965,90,Yes,Yes,0
1143,Male,2004,FCAT,2.7712,73,Yes,No,1
1144,Male,2006,EDUC,3.2908,24,Yes,Yes,0
1145,Male,2004,APSC,2.8578,81,Yes,Yes,0
1146,Male,2002,SCI,2.31655,70,No,No,0
1147,Male,2006,APSC,2.83615,56,Yes,No,0
1148,Male,2003,ENV,3.05265,94,No,No,0
1149,Male,2006,EDUC,2.598,31,Yes,No,0
1150,Male,2006,ARTS,3.2042,49,Yes,No,0
1151,Male,2006,ARTS,2.8145,108,Yes,Yes,0
1152,Male,2005,APSC,3.13925,74,Yes,No,1
1153,Male,2005,APSC,2.4248,9,Yes,No,0
1154,Male,2005,ARTS,2.9877,21,Yes,No,0
1155,Male,2005,ARTS,2.92275,94,Yes,No,0
1156,Male,2005,APSC,2.5547,40,Yes,No,0
1157,Male,2005,HSCI,2.66295,46,Yes,No,1
1158,Male,2003,HSCI,2.7279,13,Yes,Yes,0
1159,Male,2004,EDUC,3.2475,2,Yes,Yes,0
1160,Male,2004,APSC,2.61965,87,Yes,Yes,0
1161,Male,1983,ENV,2.881615,77,No,No,0
1162,Male,1992,ARTS,2.8145,52,Yes,No,0
1163,Male,2006,ARTS,3.00935,15,Yes,No,0
1164,Male,1989,SCI,3.464,118,No,Yes,0
1165,Male,1992,ARTS,2.3815,60,Yes,No,1
1166,Male,1987,SCI,3.031,27,No,No,0
1167,Male,1994,APSC,2.8145,34,Yes,No,1
1168,Female,2001,EDUC,2.8578,103,Yes,No,0
1169,Male,2004,EDUC,3.00935,1,Yes,Yes,1
1170,Female,2003,FCAT,2.92275,60,Yes,No,0
1171,Female,2005,APSC,2.53305,55,Yes,No,0
1172,Female,2006,ARTS,2.96605,97,Yes,Yes,0
1173,Female,2006,FCAT,3.1176,54,Yes,No,1
1174,Female,2000,ENV,2.8145,17,No,No,0
1175,Female,2002,FCAT,3.031,70,Yes,No,0
1176,Female,2006,HSCI,2.8145,48,Yes,No,1
1177,Male,2006,SCI,2.8145,101,Yes,No,0
1178,Female,2003,ARTS,3.2908,41,Yes,No,0
1179,Male,1986,ARTS,2.881615,6,Yes,No,1
1180,Male,2005,HSCI,3.031,3,Yes,Yes,0
1181,Male,1988,ARTS,2.881615,42,Yes,No,1
1182,Male,2006,BUS,3.031,79,Yes,No,0
1183,Male,2005,ARTS,2.881615,58,Yes,No,0
1184,Male,2003,BUS,3.031,48,Yes,No,1
1185,Male,2005,ARTS,2.881615,59,Yes,No,0
1186,Male,2006,SCI,2.92275,5,Yes,Yes,0
1187,Male,1979,ARTS,2.598,19,Yes,No,0
1188,Male,2004,APSC,3.031,30,Yes,No,1
1189,Male,2006,HSCI,2.7712,82,Yes,No,0
1190,Male,2006,FCAT,3.05265,115,Yes,Yes,0
1191,Male,1999,ENV,3.031,21,Yes,No,1
1192,Male,2005,ARTS,3.00935,84,Yes,No,0
1193,Male,2006,APSC,3.0743,81,Yes,Yes,0
1194,Male,1985,HSCI,2.8145,31,Yes,No,0
1195,Male,1995,BUS,2.8145,46,Yes,No,0
1196,Male,2006,EDUC,2.70625,33,Yes,No,0
1197,Male,2001,ARTS,3.031,114,Yes,No,1
1198,Male,2003,EDUC,2.598,26,Yes,No,1
1199,Male,2006,SCI,3.18255,101,Yes,No,0
1200,Male,2001,BUS,3.031,43,Yes,No,0
1201,Male,2006,ENV,3.48565,29,Yes,No,0
1202,Male,1992,SCI,2.881615,32,No,No,0
1203,Male,1995,APSC,3.2475,26,Yes,No,1
1204,Male,2004,SCI,2.44645,118,Yes,Yes,0
1205,Male,1996,SCI,3.031,55,Yes,No,1
1206,Male,1997,APSC,2.8145,22,Yes,No,0
1207,Male,2002,ARTS,2.598,42,Yes,No,0
1208,Male,1987,BUS,2.881615,82,Yes,No,0
1209,Male,1996,SCI,2.8145,53,No,No,1
1210,Male,1981,BUS,2.598,94,Yes,No,1
1211,Male,1992,HSCI,3.031,67,Yes,No,1
1212,Male,2004,SCI,2.66295,52,Yes,Yes,0
1213,Male,1989,ARTS,2.881615,82,Yes,Yes,0
1214,Male,2003,FCAT,2.8145,116,Yes,No,0
1215,Male,2006,ARTS,2.7279,101,Yes,Yes,0
1216,Male,2006,ARTS,3.8104,39,Yes,Yes,0
1217,Male,2006,SCI,2.6846,59,Yes,No,0
1218,Male,2002,SCI,2.598,85,No,No,0
1219,Male,2005,ARTS,3.031,8,Yes,No,0
1220,Male,2006,APSC,3.09595,94,Yes,Yes,0
1221,Male,2005,APSC,2.9444,9,Yes,No,1
1222,Male,2006,ARTS,2.8578,9,Yes,Yes,0
1223,Male,1993,ENV,2.881615,29,No,No,1
1224,Male,1991,SCI,2.165,9,No,Yes,0
1225,Male,2005,ARTS,2.96605,57,Yes,Yes,0
1226,Male,2006,SCI,3.31245,35,Yes,Yes,0
1227,Male,2001,APSC,3.464,81,Yes,No,0
1228,Male,2004,SCI,3.13925,43,Yes,No,0
1229,Male,2006,ARTS,2.96605,56,Yes,No,0
1230,Male,2003,BUS,3.031,42,Yes,No,0
1231,Male,2002,SCI,2.598,111,Yes,Yes,0
1232,Male,2004,SCI,2.6413,82,Yes,No,0
1233,Male,2001,ARTS,2.8145,106,Yes,No,0
1234,Male,2005,EDUC,2.881615,22,Yes,No,0
1235,Male,2005,ARTS,3.2475,3,Yes,No,0
1236,Male,1998,ENV,2.881615,11,No,No,1
1237,Male,2006,ARTS,3.05265,48,Yes,No,0
1238,Female,2006,FCAT,3.1609,23,Yes,No,1
1239,Female,2004,BUS,3.2475,12,Yes,No,0
1240,Female,2005,FCAT,2.881615,67,Yes,No,1
1241,Female,1992,ENV,2.598,90,No,No,1
1242,Female,1993,ENV,3.2475,101,Yes,No,1
1243,Female,1999,FCAT,2.881615,102,Yes,No,0
1244,Male,2003,BUS,3.031,71,Yes,No,0
1245,Male,1993,ENV,3.031,89,No,No,1
1246,Male,1990,EDUC,2.881615,33,Yes,No,1
1247,Male,2006,SCI,2.7712,8,Yes,Yes,0
1248,Male,2005,SCI,2.53305,9,Yes,No,1
1249,Male,2003,FCAT,3.031,114,Yes,No,0
1250,Male,2006,EDUC,2.6846,64,Yes,No,1
1251,Male,2004,HSCI,3.4207,111,Yes,No,0
1252,Male,2004,EDUC,2.96605,113,Yes,No,0
1253,Male,2006,FCAT,2.66295,71,Yes,Yes,0
1254,Male,2005,SCI,2.7279,73,Yes,No,0
1255,Male,2005,BUS,3.6805,53,Yes,No,0
1256,Male,1994,ENV,2.881615,42,Yes,Yes,1
1257,Male,2005,SCI,2.48975,112,Yes,No,0
1258,Male,2005,HSCI,2.8578,58,Yes,No,0
1259,Male,2005,ARTS,2.8578,88,Yes,Yes,0
1260,Male,2005,BUS,3.09595,94,Yes,No,0
1261,Male,2004,SCI,2.96605,102,Yes,No,0
1262,Female,1999,FCAT,2.8145,58,Yes,No,1
1263,Female,2005,EDUC,2.61965,66,Yes,No,1
1264,Male,1990,EDUC,2.8145,60,Yes,Yes,0
1265,Male,2006,ARTS,2.92275,102,Yes,Yes,0
1266,Male,2006,ARTS,2.96605,37,Yes,Yes,0
1267,Male,2004,FCAT,2.165,98,Yes,No,0
1268,Male,2004,ARTS,2.74955,7,Yes,Yes,0
1269,Male,2001,ENV,3.031,64,No,No,0
1270,Male,1996,FCAT,3.031,4,Yes,No,1
1271,Male,2006,EDUC,2.61965,119,Yes,No,0
1272,Male,2005,APSC,2.83615,114,Yes,No,0
1273,Male,1990,APSC,3.26915,90,Yes,No,1
1274,Male,1989,EDUC,2.8145,108,Yes,No,1
1275,Male,1992,ENV,2.598,89,No,No,0
1276,Male,2005,HSCI,2.9444,42,Yes,No,0
1277,Male,2006,FCAT,2.70625,59,Yes,No,0
1278,Male,1989,APSC,2.881615,117,Yes,No,1
1279,Female,2000,SCI,2.881615,25,No,Yes,0
1280,Male,2004,SCI,2.598,10,Yes,Yes,0
1281,Female,2006,EDUC,3.09595,33,Yes,Yes,0
1282,Female,2004,ARTS,2.881615,104,Yes,Yes,0
1283,Female,2006,HSCI,2.61965,1,Yes,No,1
1284,Female,2006,FCAT,3.6372,20,Yes,Yes,0
1285,Female,2004,FCAT,2.6846,114,Yes,Yes,0
1286,Female,2005,EDUC,2.74955,25,Yes,No,1
1287,Female,2004,ARTS,2.79285,75,Yes,Yes,0
1288,Female,2005,SCI,2.96605,72,Yes,No,0
1289,Female,2004,EDUC,2.598,104,Yes,No,0
1290,Female,2002,ARTS,2.3815,86,Yes,No,0
1291,Female,2006,FCAT,2.598,105,Yes,Yes,0
1292,Female,2005,ARTS,3.09595,4,Yes,No,0
1293,Female,2002,BUS,2.598,8,Yes,No,1
1294,Female,2004,FCAT,2.6846,118,Yes,No,0
1295,Female,1990,BUS,3.6372,49,Yes,No,1
1296,Female,2000,SCI,2.881615,9,No,No,1
1297,Female,1998,FCAT,3.2475,112,Yes,No,1
1298,Female,1989,ARTS,3.031,57,Yes,No,1
1299,Female,2002,ENV,3.13925,9,No,No,0
1300,Female,1998,HSCI,2.5547,77,Yes,No,0
1301,Female,2005,APSC,2.66295,35,Yes,No,1
1302,Female,2005,HSCI,2.598,73,Yes,No,1
1303,Female,2004,APSC,3.031,55,Yes,No,0
1304,Female,2003,FCAT,2.7279,117,Yes,No,0
1305,Male,2005,EDUC,2.96605,61,Yes,Yes,0
1306,Male,2006,EDUC,2.8145,113,Yes,No,0
1307,Male,2001,BUS,3.2475,36,Yes,Yes,0
1308,Male,2006,APSC,3.18255,40,Yes,Yes,0
1309,Male,2006,ARTS,3.031,101,Yes,No,0
1310,Male,2005,ARTS,2.8578,47,Yes,No,0
1311,Male,2003,APSC,2.8145,21,Yes,No,0
1312,Male,2006,BUS,2.8145,86,Yes,Yes,0
1313,Male,2000,EDUC,3.26915,79,Yes,Yes,0
1314,Male,2006,ARTS,3.1176,60,Yes,No,1
1315,Male,2006,FCAT,2.74955,74,Yes,No,0
1316,Male,2004,ARTS,2.83615,116,Yes,No,0
1317,Male,2005,BUS,2.66295,110,Yes,No,0
1318,Male,2006,EDUC,2.8145,114,Yes,Yes,1
1319,Male,2005,HSCI,2.8145,98,Yes,Yes,1
1320,Male,2005,EDUC,2.83615,47,Yes,No,0
1321,Male,2006,SCI,2.92275,63,Yes,No,0
1322,Male,2004,EDUC,2.66295,116,Yes,No,0
1323,Male,2006,ARTS,3.13925,83,Yes,Yes,0
1324,Male,2005,HSCI,2.5547,36,Yes,Yes,0
1325,Male,2006,APSC,2.70625,40,Yes,No,0
1326,Male,2006,ARTS,3.2908,4,Yes,No,0
1327,Male,2003,BUS,2.18665,99,Yes,No,0
1328,Male,2005,HSCI,2.96605,76,Yes,No,1
1329,Male,2003,ARTS,2.66295,51,Yes,No,0
1330,Male,2006,BUS,2.598,16,Yes,No,0
1331,Male,2006,HSCI,2.83615,89,Yes,Yes,0
1332,Male,2006,ARTS,3.05265,115,Yes,No,0
1333,Male,2001,ENV,3.1176,107,Yes,No,1
1334,Male,2004,SCI,2.31655,61,Yes,No,0
1335,Male,2006,ARTS,2.87945,51,Yes,No,0
1336,Male,2005,EDUC,2.7279,19,Yes,No,0
1337,Male,1997,ARTS,2.881615,102,Yes,Yes,0
1338,Male,2005,APSC,3.18255,96,Yes,Yes,0
1339,Male,2003,ENV,2.598,93,Yes,No,1
1340,Male,2005,ARTS,2.8145,15,Yes,Yes,0
1341,Male,2003,SCI,2.598,6,Yes,Yes,0
1342,Male,2006,EDUC,2.9877,93,Yes,No,0
1343,Male,2004,BUS,2.6846,65,Yes,Yes,0
1344,Male,2006,EDUC,2.87945,11,Yes,Yes,0
1345,Male,2006,ARTS,2.6413,42,Yes,Yes,1
1346,Male,2006,BUS,2.9877,39,Yes,No,0
1347,Male,2006,EDUC,2.9011,0,Yes,Yes,0
1348,Male,2005,ARTS,2.7712,57,Yes,Yes,0
1349,Male,2001,BUS,3.031,2,Yes,No,0
1350,Male,2000,BUS,2.881615,7,Yes,Yes,0
1351,Male,2005,APSC,3.0743,89,Yes,No,0
1352,Male,2006,ARTS,3.05265,103,Yes,No,0
1353,Male,2005,ARTS,3.13925,74,Yes,No,0
1354,Male,2005,EDUC,3.13925,60,Yes,No,1
1355,Male,2004,SCI,2.3382,84,Yes,Yes,0
1356,Male,2004,BUS,2.8578,4,Yes,No,0
1357,Male,1998,EDUC,3.031,103,Yes,No,1
1358,Female,1988,HSCI,2.881615,25,Yes,No,1
1359,Female,2005,APSC,2.7712,84,Yes,No,1
1360,Female,1997,FCAT,2.598,72,Yes,No,1
1361,Female,2006,FCAT,2.598,16,Yes,No,1
1362,Female,2006,ARTS,3.00935,100,Yes,Yes,0
1363,Female,1996,ARTS,3.015845,114,Yes,No,1
1364,Female,2003,APSC,3.2475,114,Yes,No,0
1365,Female,2005,ARTS,2.9877,65,Yes,No,0
1366,Female,1998,FCAT,2.881615,50,Yes,No,1
1367,Female,2004,FCAT,2.9444,118,Yes,No,1
1368,Female,2005,ARTS,2.9011,46,Yes,No,0
1369,Female,2003,APSC,3.031,39,Yes,No,1
1370,Female,2001,FCAT,2.3815,91,Yes,Yes,0
1371,Female,1995,SCI,2.881615,119,No,No,0
1372,Female,2004,ARTS,2.79285,26,Yes,No,0
1373,Female,2006,SCI,2.5114,39,Yes,No,0
1374,Female,2005,EDUC,2.8145,0,Yes,No,0
1375,Female,2001,HSCI,2.8145,45,Yes,No,1
1376,Female,2003,APSC,2.5114,10,Yes,No,1
1377,Female,2006,APSC,2.9444,38,Yes,No,0
1378,Female,2006,APSC,3.18255,17,Yes,Yes,0
1379,Female,2003,ARTS,2.53305,90,Yes,No,1
1380,Female,2002,SCI,3.05265,46,Yes,No,1
1381,Female,2003,HSCI,2.881615,73,Yes,No,0
1382,Female,1992,ARTS,2.881615,99,Yes,No,1
1383,Female,1997,BUS,2.598,20,Yes,No,0
1384,Female,2006,ARTS,3.2042,27,Yes,No,0
1385,Female,2000,ARTS,2.8145,0,Yes,Yes,0
1386,Female,2002,ENV,2.598,13,Yes,No,1
1387,Female,2002,ENV,2.598,19,Yes,No,1
1388,Female,2005,APSC,2.87945,115,Yes,No,0
1389,Female,2005,FCAT,2.79285,72,Yes,No,1
1390,Female,2003,BUS,2.5547,44,Yes,No,0
1391,Male,2006,ARTS,3.031,60,Yes,Yes,0
1392,Male,2006,HSCI,2.74955,26,Yes,No,0
1393,Male,2004,APSC,2.83615,112,Yes,No,1
1394,Male,2005,SCI,2.8578,55,Yes,No,0
1395,Male,2005,EDUC,2.44645,51,Yes,No,0
1396,Male,2006,HSCI,2.48975,67,Yes,Yes,0
1397,Male,2004,ENV,2.881615,36,Yes,No,0
1398,Male,2002,ARTS,3.2475,81,Yes,Yes,0
1399,Male,1993,HSCI,2.881615,30,Yes,No,0
1400,Male,2005,EDUC,3.05265,48,Yes,Yes,0
1401,Male,2006,APSC,3.031,52,Yes,No,0
1402,Male,2006,HSCI,2.9444,38,Yes,Yes,0
1403,Male,2003,BUS,3.031,9,Yes,No,0
1404,Male,2006,ARTS,3.09595,8,Yes,Yes,0
1405,Female,1999,APSC,2.8145,91,Yes,No,1
1406,Female,2003,FCAT,2.881615,91,Yes,No,1
1407,Male,2005,ARTS,2.79285,12,Yes,Yes,0
1408,Male,2005,EDUC,2.8578,17,Yes,No,0
1409,Male,2002,HSCI,2.5547,11,Yes,No,1
1410,Female,2005,APSC,3.2475,71,Yes,No,0
1411,Male,1966,SCI,2.881615,86,No,No,1
1412,Male,2005,SCI,2.6413,113,Yes,Yes,0
1413,Female,2001,FCAT,2.74955,4,Yes,No,0
1414,Male,2005,EDUC,2.6413,6,Yes,Yes,0
1415,Male,2006,ARTS,2.83615,14,Yes,No,0
1416,Male,2004,BUS,2.8145,66,Yes,No,0
1417,Male,2006,BUS,2.8145,17,Yes,No,1
1418,Male,2006,FCAT,2.8145,37,Yes,No,0
1419,Male,2006,APSC,2.6413,25,Yes,Yes,0
1420,Male,2000,ENV,2.4681,37,Yes,No,1
1421,Male,2006,EDUC,3.09595,58,Yes,No,1
1422,Male,2005,APSC,2.74955,51,Yes,Yes,0
1423,Male,2005,SCI,3.05265,32,Yes,Yes,0
1424,Male,2006,HSCI,2.79285,20,Yes,No,0
1425,Male,2006,ENV,3.031,16,Yes,No,0
1426,Male,2005,APSC,2.96605,106,Yes,Yes,0
1427,Male,2002,BUS,3.031,61,Yes,No,0
1428,Male,2005,HSCI,3.09595,58,Yes,No,0
1429,Male,2003,SCI,2.9877,119,Yes,Yes,0
1430,Male,2003,EDUC,2.598,1,Yes,Yes,0
1431,Male,2006,ARTS,3.1176,63,Yes,Yes,0
1432,Male,2004,EDUC,2.66295,24,Yes,No,1
1433,Male,2006,HSCI,2.79285,40,Yes,Yes,0
1434,Male,2005,ARTS,3.2908,18,Yes,No,0
1435,Male,2006,ARTS,2.8145,37,Yes,Yes,0
1436,Female,1998,APSC,2.881615,24,Yes,No,1
1437,Male,2005,FCAT,3.464,38,Yes,No,0
1438,Male,1989,SCI,3.031,3,No,No,0
1439,Male,2005,FCAT,2.87945,2,Yes,Yes,0
1440,Female,2006,BUS,2.9877,33,Yes,No,0
1441,Female,2005,FCAT,3.0743,105,Yes,No,0
1442,Female,1999,APSC,2.48975,9,Yes,No,0
1443,Female,2006,HSCI,2.70625,112,Yes,No,0
1444,Female,1998,BUS,3.6805,26,Yes,No,1
1445,Female,1990,ENV,3.031,111,No,No,0
1446,Female,2006,HSCI,2.3815,89,Yes,No,1
1447,Female,2006,APSC,2.4681,90,Yes,No,1
1448,Female,2006,FCAT,2.9877,0,Yes,Yes,1
1449,Female,2004,BUS,3.031,43,Yes,No,1
1450,Female,1999,ARTS,3.031,83,Yes,No,0
1451,Female,2006,ENV,2.8578,51,Yes,No,1
1452,Female,2005,BUS,3.2042,24,Yes,No,0
1453,Female,2004,APSC,2.8578,73,Yes,No,1
1454,Female,2004,SCI,2.7279,64,Yes,Yes,0
1455,Female,2004,FCAT,2.61965,79,Yes,No,0
1456,Female,2005,APSC,2.598,10,Yes,Yes,1
1457,Female,2004,APSC,2.66295,67,Yes,No,0
1458,Female,2006,ARTS,2.6413,98,Yes,No,0
1459,Female,2005,FCAT,2.9444,76,Yes,No,0
1460,Female,2004,APSC,2.57635,84,Yes,No,1
1461,Female,2000,FCAT,2.598,14,Yes,No,1
1462,Female,2004,BUS,3.2475,56,Yes,No,0
1463,Female,2005,FCAT,2.61965,73,Yes,No,0
1464,Female,2001,FCAT,3.031,63,Yes,No,1
1465,Female,2004,HSCI,2.92275,101,Yes,No,0
1466,Female,2003,SCI,2.5114,10,No,No,0
1467,Female,2004,FCAT,2.598,95,Yes,No,1
1468,Female,2003,FCAT,2.7279,96,Yes,No,0
1469,Female,2006,EDUC,3.6805,19,Yes,Yes,0
1470,Female,2006,HSCI,2.66295,99,Yes,No,0
1471,Female,2006,APSC,2.598,29,Yes,No,0
1472,Female,2004,BUS,2.8145,9,Yes,No,0
1473,Female,2006,EDUC,2.8145,53,Yes,Yes,0
1474,Female,2005,EDUC,2.53305,57,Yes,No,1
1475,Female,2004,FCAT,2.83615,78,Yes,No,0
1476,Female,2005,ENV,2.8145,28,Yes,No,0
1477,Female,1991,ENV,2.87945,0,No,No,1
1478,Female,2003,APSC,2.7712,57,Yes,No,0
1479,Female,1999,BUS,2.881615,20,Yes,No,1
1480,Female,2004,BUS,2.66295,14,Yes,Yes,1
1481,Female,2002,BUS,3.2475,66,Yes,Yes,1
1482,Male,1985,EDUC,2.881615,32,Yes,No,0
1483,Female,2003,FCAT,3.031,37,Yes,Yes,0
1484,Male,2005,HSCI,2.7279,18,Yes,Yes,0
1485,Male,1998,ARTS,2.881615,3,Yes,Yes,0
1486,Male,2005,SCI,2.61965,75,Yes,Yes,0
1487,Male,2004,BUS,3.031,88,Yes,Yes,0
1488,Male,1999,FCAT,2.881615,97,Yes,Yes,0
1489,Female,2000,SCI,2.83615,80,No,No,1
1490,Female,2004,FCAT,2.6846,57,Yes,No,0
1491,Female,1995,BUS,2.598,69,Yes,No,0
1492,Female,2004,EDUC,2.881615,11,Yes,No,0
1493,Female,2004,ENV,2.3815,78,Yes,No,1
1494,Female,2000,FCAT,2.881615,16,Yes,Yes,0
1495,Female,2000,ARTS,2.881615,0,Yes,No,1
1496,Female,2001,FCAT,3.031,13,Yes,No,0
1497,Female,2004,HSCI,2.8145,118,Yes,No,0
1498,Female,2005,FCAT,2.3815,1,Yes,No,0
1499,Female,1996,BUS,3.031,3,Yes,No,0
1500,Female,2004,BUS,3.464,115,Yes,Yes,0
1501,Female,2006,ARTS,2.9877,65,Yes,No,0
1502,Female,2004,FCAT,2.7279,117,Yes,No,1
1503,Female,1991,ENV,2.598,89,No,No,0
1504,Male,1989,ARTS,2.8145,45,Yes,No,0
1505,Male,1997,ARTS,2.8145,49,Yes,No,0
1506,Male,2005,EDUC,2.6413,59,Yes,No,1
1507,Male,1993,ENV,3.464,103,No,Yes,0
1508,Female,2005,APSC,2.9011,51,Yes,No,0
1509,Female,2002,ARTS,2.9011,96,Yes,No,0
1510,Male,1985,ARTS,3.031,47,Yes,No,1
1511,Female,2002,HSCI,2.74955,38,Yes,No,1
1512,Female,1977,ENV,2.881615,69,No,No,0
1513,Female,2005,APSC,3.09595,59,Yes,Yes,0
1514,Male,2005,HSCI,2.48975,29,Yes,No,0
1515,Male,2005,ARTS,2.83615,85,Yes,No,1
1516,Male,2003,APSC,3.1609,26,Yes,Yes,0
1517,Male,1985,ARTS,3.031,82,Yes,No,1
1518,Female,2005,APSC,2.92275,73,Yes,No,0
1519,Female,2004,APSC,2.87945,54,Yes,Yes,0
1520,Female,2000,APSC,2.881615,69,Yes,No,1
1521,Female,1997,ENV,2.598,25,No,No,1
1522,Female,1995,ENV,2.881615,41,No,No,0
1523,Female,2004,BUS,2.8145,114,Yes,No,1
1524,Female,2003,FCAT,2.70625,66,Yes,No,1
1525,Female,2006,APSC,2.9011,115,Yes,No,0
1526,Female,2005,ARTS,3.26915,66,Yes,No,0
1527,Female,2005,EDUC,2.4248,51,Yes,No,1
1528,Female,1996,FCAT,2.598,5,Yes,Yes,0
1529,Male,2003,HSCI,3.031,112,Yes,No,0
1530,Male,2001,ARTS,3.031,113,Yes,No,1
1531,Male,1985,BUS,2.881615,9,Yes,No,0
1532,Male,2006,ARTS,3.09595,37,Yes,No,0
1533,Male,1965,EDUC,2.881615,76,Yes,No,0
1534,Female,1994,FCAT,3.897,101,Yes,No,0
1535,Male,2006,BUS,2.9444,11,Yes,No,0
1536,Male,1983,ENV,3.031,45,No,No,0
1537,Male,1997,ARTS,2.8145,48,Yes,No,1
1538,Male,2006,SCI,3.05265,117,Yes,Yes,0
1539,Male,2004,EDUC,2.61965,90,Yes,No,1
1540,Male,1992,FCAT,2.598,71,Yes,No,1
1541,Male,2005,APSC,2.79285,62,Yes,No,1
1542,Male,1983,EDUC,2.881615,68,Yes,No,1
1543,Male,1986,SCI,2.165,99,No,No,1
1544,Female,1989,ENV,2.881615,101,Yes,No,1
1545,Male,1997,SCI,2.881615,42,No,No,1
1546,Male,2005,ARTS,3.00935,93,Yes,No,0
1547,Male,2006,EDUC,2.70625,59,Yes,No,0
1548,Male,1985,ENV,2.881615,100,No,No,1
1549,Male,1987,HSCI,2.165,28,Yes,No,1
1550,Male,1987,ARTS,2.3815,85,Yes,No,1
1551,Male,1989,SCI,2.881615,77,No,Yes,0
1552,Male,1975,APSC,2.66295,73,Yes,No,0
1553,Male,1972,APSC,2.3815,10,Yes,No,0
1554,Male,2006,BUS,2.8145,34,Yes,No,0
1555,Male,1994,SCI,2.881615,22,No,Yes,0
1556,Male,2003,ARTS,2.10005,71,Yes,No,0
1557,Female,2004,FCAT,2.8145,20,Yes,No,1
1558,Female,2006,APSC,3.00935,36,Yes,No,0
1559,Female,2005,APSC,3.2475,27,Yes,No,1
1560,Female,2006,ARTS,3.05265,115,Yes,No,0
1561,Female,2004,FCAT,2.881615,94,Yes,No,0
1562,Male,2003,ENV,2.96605,57,Yes,No,0
1563,Male,2002,APSC,2.5114,52,Yes,Yes,0
1564,Male,2004,ENV,3.031,27,Yes,No,0
1565,Male,2004,BUS,2.2949,41,Yes,No,0
1566,Male,2005,SCI,2.92275,90,Yes,Yes,0
1567,Male,2006,ARTS,3.1176,103,Yes,Yes,0
1568,Female,2003,APSC,2.3382,84,Yes,No,0
1569,Male,2005,HSCI,2.96605,72,Yes,No,0
1570,Male,1987,ENV,2.881615,92,Yes,No,1
1571,Male,1979,SCI,2.61965,60,No,No,0
1572,Female,1986,BUS,2.881615,78,Yes,No,1
1573,Female,1969,ENV,2.8145,32,No,No,1
1574,Male,1996,BUS,2.881615,54,Yes,No,1
1575,Male,1978,ENV,2.598,36,No,No,0
1576,Male,2002,APSC,2.83615,46,Yes,No,0
1577,Male,1978,FCAT,2.881615,35,Yes,No,1
1578,Male,1996,ENV,2.165,114,No,No,0
1579,Male,2006,BUS,2.83615,27,Yes,No,1
1580,Female,2006,APSC,3.4207,9,Yes,Yes,0
1581,Female,2003,EDUC,3.1609,22,Yes,Yes,0
1582,Male,2006,ARTS,2.87945,91,Yes,No,0
1583,Male,1990,ENV,2.598,97,No,No,1
1584,Male,2003,EDUC,2.57635,4,Yes,Yes,1
1585,Male,2006,EDUC,2.8578,81,Yes,Yes,0
1586,Female,2004,APSC,2.8145,118,Yes,No,0
1587,Male,2006,APSC,2.8578,5,Yes,No,0
1588,Female,2003,FCAT,2.881615,41,Yes,No,0
1589,Female,2005,HSCI,2.57635,46,Yes,No,1
1590,Female,2002,SCI,2.9011,86,No,No,0
1591,Female,2001,BUS,2.598,27,Yes,No,1
1592,Female,2005,APSC,3.7238,104,Yes,No,1
1593,Female,2006,APSC,2.598,12,Yes,No,0
1594,Female,2005,APSC,2.79285,113,Yes,Yes,1
1595,Female,2005,APSC,2.5547,24,Yes,No,0
1596,Female,2005,FCAT,2.74955,6,Yes,No,0
1597,Female,2002,ARTS,2.881615,65,Yes,No,0
1598,Female,2006,EDUC,3.5506,79,Yes,Yes,0
1599,Female,2006,SCI,2.9444,57,Yes,No,1
1600,Female,2005,EDUC,2.53305,65,Yes,No,1
1601,Female,2006,APSC,2.83615,35,Yes,No,0
1602,Female,2003,FCAT,2.3815,1,Yes,No,0
1603,Female,2006,HSCI,2.70625,112,Yes,No,0
1604,Female,2005,BUS,2.598,37,Yes,No,0
1605,Female,1997,BUS,2.881615,73,Yes,No,1
1606,Female,2004,BUS,2.8145,13,Yes,No,0
1607,Female,2004,HSCI,2.18665,26,Yes,No,0
1608,Female,2006,ARTS,3.05265,14,Yes,No,0
1609,Female,2006,EDUC,2.7712,84,Yes,No,0
1610,Female,2006,ARTS,3.13925,11,Yes,No,0
1611,Female,2006,APSC,3.464,114,Yes,No,1
1612,Female,2006,BUS,2.9011,42,Yes,No,0
1613,Male,2006,ARTS,2.70625,96,Yes,No,0
1614,Male,1987,SCI,2.881615,56,No,No,1
1615,Male,1988,SCI,2.598,103,No,Yes,0
1616,Male,1998,BUS,2.881615,85,Yes,No,1
1617,Male,2005,BUS,2.61965,101,Yes,No,0
1618,Male,2000,SCI,2.598,107,No,No,1
1619,Male,2005,EDUC,2.8145,115,Yes,Yes,1
